0.000000000000000000e+00,3.114820596448066026e-02
2.000000000000000111e-01,3.114820596448066026e-02
2.001828164982160929e-01,3.096683408436389298e-02
2.003670661085815152e-01,3.078691823737627828e-02
2.005527372349503179e-01,3.060846974690905470e-02
2.007398181917103008e-01,3.043149984400224731e-02
2.009282972045186300e-01,3.025601966663774706e-02
2.011181624110428001e-01,3.008204025903840617e-02
2.013094018617071768e-01,2.990957257097285812e-02
2.015020035204450888e-01,2.973862745706645078e-02
2.016959552654565002e-01,2.956921567611801166e-02
2.018912448899705947e-01,2.940134789042278887e-02
2.020878601030144106e-01,2.923503466510133861e-02
2.022857885301860836e-01,2.907028646743462647e-02
2.024850177144338625e-01,2.890711366620525233e-02
2.026855351168400377e-01,2.874552653104479188e-02
2.028873281174101151e-01,2.858553523178757744e-02
2.030903840158670426e-01,2.842714983783051902e-02
2.032946900324506256e-01,2.827038031749946542e-02
2.035002333087217730e-01,2.811523653742173043e-02
2.037070009083717936e-01,2.796172826190520405e-02
2.039149798180365236e-01,2.780986515232376777e-02
2.041241569481154761e-01,2.765965676650922189e-02
2.043345191335955435e-01,2.751111255814978063e-02
2.045460531348795852e-01,2.736424187619505843e-02
2.047587456386197324e-01,2.721905396426770041e-02
2.049725832585552743e-01,2.707555796008155602e-02
2.051875525363551223e-01,2.693376289486667380e-02
2.054036399424648829e-01,2.679367769280078734e-02
2.056208318769583432e-01,2.665531117044776105e-02
2.058391146703934249e-01,2.651867203620260002e-02
2.060584745846724686e-01,2.638376888974348564e-02
2.062788978139069307e-01,2.625061022149040649e-02
2.065003704852862443e-01,2.611920441207089480e-02
2.067228786599508983e-01,2.598955973179251783e-02
2.069464083338698190e-01,2.586168434012240530e-02
2.071709454387216098e-01,2.573558628517368108e-02
2.073964758427801203e-01,2.561127350319897938e-02
2.076229853518037072e-01,2.548875381809089999e-02
2.078504597099286588e-01,2.536803494088966590e-02
2.080788846005663939e-01,2.524912446929776511e-02
2.083082456473046296e-01,2.513202988720177056e-02
2.085385284148119078e-01,2.501675856420135582e-02
2.087697184097464242e-01,2.490331775514544391e-02
2.090018010816680205e-01,2.479171459967564536e-02
2.092347618239539797e-01,2.468195612177684697e-02
2.094685859747183188e-01,2.457404922933522154e-02
2.097032588177346613e-01,2.446800071370339169e-02
2.099387655833622468e-01,2.436381724927305301e-02
2.101750914494757150e-01,2.426150539305487949e-02
2.104122215423977482e-01,2.416107158426584675e-02
2.106501409378353229e-01,2.406252214392399016e-02
2.108888346618190135e-01,2.396586327445053913e-02
2.111282876916452667e-01,2.387110105927959039e-02
2.113684849568220614e-01,2.377824146247519907e-02
2.116094113400172616e-01,2.368729032835606430e-02
2.118510516780101882e-01,2.359825338112763946e-02
2.120933907626457726e-01,2.351113622452194116e-02
2.123364133417919297e-01,2.342594434144481055e-02
2.125801041202993458e-01,2.334268309363084562e-02
2.128244477609640972e-01,2.326135772130597662e-02
2.130694288854930174e-01,2.318197334285762579e-02
2.133150320754714779e-01,2.310453495451259692e-02
2.135612418733339180e-01,2.302904743002260474e-02
2.138080427833364827e-01,2.295551552035755838e-02
2.140554192725324656e-01,2.288394385340652981e-02
2.143033557717498594e-01,2.281433693368649721e-02
2.145518366765711560e-01,2.274669914205883561e-02
2.148008463483155883e-01,2.268103473545361390e-02
2.150503691150232322e-01,2.261734784660165629e-02
2.153003892724414947e-01,2.255564248377445527e-02
2.155508910850133519e-01,2.249592253053188037e-02
2.158018587868678340e-01,2.243819174547780418e-02
